Sale ID,Basket ID,Item ID,Type,Mfr,Category,Qty,Price,Discount %,Total,Store ID,Date Time,Store Name
102,61,asc-87,B,Acme,Roofing,9,116.17,0,1045.53,3,43492.5491,Atlantis
103,62,asc-1,A,Acme,Gardening,6,109.77,0,658.62,3,43472.51168,Atlantis
105,63,asc-17,A,Acme,Gardening,3,29.27,0,87.81,3,43492.66162,Atlantis
107,64,asc-16,A,Cyberdyne,Gardening,7,51.94,0.05,345.4,3,43479.45747,Atlantis
112,66,asc-26,C,Cyberdyne,Gardening,7,116.81,0.12,719.55,3,43466.42867,Atlantis
117,69,asc-99,A,Acme,Kitchen,7,110.73,0,775.11,3,43490.48737,Atlantis
122,73,asc-4,B,Acme,Gardening,2,110.28,0,220.56,3,43477.43009,Atlantis
127,77,asc-57,A,Cyberdyne,Roofing,7,58,0.05,385.7,3,43491.52603,Atlantis
128,78,asc-11,B,Cyberdyne,Kitchen,2,106.57,0.1,191.83,3,43487.83138,Atlantis
130,79,asc-60,B,Tyrell Corp.,Kitchen,8,108.13,0.1,778.54,3,43494.58834,Atlantis
131,79,asc-14,A,Cyberdyne,Roofing,5,97.08,0,485.4,3,43480.621,Atlantis
134,82,asc-58,C,Tyrell Corp.,Roofing,5,56.39,0,281.95,3,43489.46155,Atlantis
145,89,asc-68,A,Acme,Bathroom,3,6.2,0.05,17.67,3,43496.56698,Atlantis
151,92,asc-78,A,Tyrell Corp.,Roofing,6,105.95,0.05,603.92,3,43480.72034,Atlantis
156,96,asc-66,C,Acme,Bathroom,1,83.74,0,83.74,3,43486.52727,Atlantis
163,100,asc-41,C,Acme,Gardening,8,39.82,0,318.56,3,43483.74416,Atlantis
164,101,asc-56,B,Acme,Kitchen,4,6.72,0,26.88,3,43468.48536,Atlantis
167,102,asc-3,C,Tyrell Corp.,Gardening,4,61.97,0,247.88,3,43493.42801,Atlantis
168,103,asc-64,C,Tyrell Corp.,Kitchen,5,119.04,0.1,535.68,3,43487.5938,Atlantis
176,105,asc-15,C,Acme,Gardening,1,3.48,0.12,3.06,3,43491.35821,Atlantis
177,105,asc-85,B,Acme,Roofing,1,30.38,0.12,26.73,3,43472.43933,Atlantis
182,108,asc-29,C,Cyberdyne,Roofing,1,92.17,0.12,81.11,3,43471.49483,Atlantis
183,108,asc-86,A,Acme,Bathroom,1,27.41,0.1,24.67,3,43492.7527,Atlantis
186,110,asc-33,C,Acme,Kitchen,1,105.26,0.1,94.73,3,43469.83345,Atlantis
187,111,asc-31,C,Acme,Bathroom,7,42.23,0,295.61,3,43478.451,Atlantis
196,119,asc-36,C,Tyrell Corp.,Bathroom,3,85.24,0,255.72,3,43488.50005,Atlantis
203,125,asc-1,A,Acme,Gardening,5,109.77,0,548.85,3,43481.69733,Atlantis
210,127,asc-74,A,Cyberdyne,Gardening,9,102.09,0.12,808.55,3,43487.53068,Atlantis
217,131,asc-99,A,Acme,Kitchen,6,110.73,0,664.38,3,43467.45324,Atlantis
218,131,asc-30,B,Cyberdyne,Gardening,4,69.92,0,279.68,3,43496.7984,Atlantis
220,132,asc-92,A,Cyberdyne,Kitchen,4,94.85,0,379.4,3,43468.81777,Atlantis
225,133,asc-65,B,Tyrell Corp.,Roofing,8,67.76,0,542.08,3,43480.73749,Atlantis
227,133,asc-57,A,Cyberdyne,Roofing,9,58,0.1,469.8,3,43495.45402,Atlantis
228,134,asc-11,B,Cyberdyne,Kitchen,5,106.57,0,532.85,3,43494.69872,Atlantis
229,134,asc-37,B,Tyrell Corp.,Gardening,5,61.92,0,309.6,3,43480.62839,Atlantis
247,147,asc-59,A,Acme,Gardening,2,87.64,0.05,166.52,3,43471.49348,Atlantis
249,148,asc-70,B,Cyberdyne,Bathroom,7,35.42,0,247.94,3,43493.65727,Atlantis
251,149,asc-78,A,Tyrell Corp.,Roofing,7,105.95,0,741.65,3,43474.58235,Atlantis
256,152,asc-66,C,Acme,Bathroom,4,83.74,0,334.96,3,43483.67545,Atlantis
265,160,asc-46,C,Acme,Roofing,6,6.74,0,40.44,3,43477.51865,Atlantis
267,161,asc-3,C,Tyrell Corp.,Gardening,4,61.97,0,247.88,3,43473.38632,Atlantis
272,163,asc-12,B,Acme,Gardening,5,108.48,0.1,488.16,3,43487.56436,Atlantis
273,164,asc-81,C,Tyrell Corp.,Kitchen,4,44.08,0,176.32,3,43466.61803,Atlantis
274,165,asc-75,B,Cyberdyne,Roofing,5,34.7,0,173.5,3,43474.72128,Atlantis
276,166,asc-15,C,Acme,Gardening,1,3.48,0,3.48,3,43483.66286,Atlantis
278,167,asc-22,C,Cyberdyne,Kitchen,2,111.58,0,223.16,3,43492.61646,Atlantis
296,181,asc-36,C,Tyrell Corp.,Bathroom,9,85.24,0,767.16,3,43492.8126,Atlantis
300,183,asc-43,B,Cyberdyne,Kitchen,8,98.16,0,785.28,3,43483.34874,Atlantis
302,185,asc-87,B,Acme,Roofing,5,116.17,0,580.85,3,43476.45321,Atlantis
322,195,asc-4,B,Acme,Gardening,2,110.28,0,220.56,3,43496.60277,Atlantis
332,200,asc-55,B,Acme,Kitchen,7,17.42,0,121.94,3,43472.64324,Atlantis
335,202,asc-90,B,Acme,Gardening,8,124.1,0.05,943.16,3,43485.56046,Atlantis
339,204,asc-9,C,Cyberdyne,Bathroom,3,70.51,0.1,190.38,3,43480.37672,Atlantis
342,205,asc-77,B,Tyrell Corp.,Kitchen,9,115.28,0,1037.52,3,43480.35549,Atlantis
343,206,asc-32,A,Cyberdyne,Gardening,6,106.16,0,636.96,3,43494.44816,Atlantis
344,206,asc-89,B,Acme,Gardening,6,108.23,0,649.38,3,43492.57205,Atlantis
345,206,asc-68,A,Acme,Bathroom,9,6.2,0,55.8,3,43469.47743,Atlantis
350,209,asc-42,A,Tyrell Corp.,Gardening,4,93.69,0.1,337.28,3,43484.72346,Atlantis
354,211,asc-25,B,Tyrell Corp.,Gardening,5,25.32,0,126.6,3,43487.6681,Atlantis
363,215,asc-41,C,Acme,Gardening,8,39.82,0,318.56,3,43468.70019,Atlantis
364,215,asc-56,B,Acme,Kitchen,3,6.72,0.1,18.14,3,43485.62267,Atlantis
365,216,asc-46,C,Acme,Roofing,5,6.74,0.05,32.02,3,43493.74203,Atlantis
370,221,asc-71,A,Acme,Kitchen,4,52.01,0,208.04,3,43492.35468,Atlantis
374,224,asc-75,B,Cyberdyne,Roofing,4,34.7,0,138.8,3,43486.82928,Atlantis
382,230,asc-29,C,Cyberdyne,Roofing,1,92.17,0.12,81.11,3,43467.37023,Atlantis
386,232,asc-33,C,Acme,Kitchen,2,105.26,0,210.52,3,43486.74337,Atlantis
387,232,asc-31,C,Acme,Bathroom,4,42.23,0.05,160.47,3,43489.64506,Atlantis
397,238,asc-49,C,Acme,Roofing,7,60.13,0,420.91,3,43467.65414,Atlantis
402,241,asc-87,B,Acme,Roofing,4,116.17,0,464.68,3,43480.76088,Atlantis
408,245,asc-61,A,Acme,Roofing,2,56.32,0,112.64,3,43467.47262,Atlantis
409,246,asc-2,C,Acme,Roofing,3,38.98,0,116.94,3,43476.69929,Atlantis
412,247,asc-26,C,Cyberdyne,Gardening,3,116.81,0,350.43,3,43483.38647,Atlantis
417,250,asc-99,A,Acme,Kitchen,9,110.73,0,996.57,3,43466.53802,Atlantis
422,254,asc-4,B,Acme,Gardening,8,110.28,0,882.24,3,43487.63375,Atlantis
428,257,asc-11,B,Cyberdyne,Kitchen,9,106.57,0,959.13,3,43478.48951,Atlantis
433,259,asc-63,C,Acme,Kitchen,3,81.91,0,245.73,3,43490.39534,Atlantis
436,261,asc-7,C,Cyberdyne,Gardening,2,44.17,0,88.34,3,43484.60397,Atlantis
441,265,asc-20,B,Tyrell Corp.,Kitchen,1,108.77,0.1,97.89,3,43473.47024,Atlantis
443,266,asc-32,A,Cyberdyne,Gardening,6,106.16,0,636.96,3,43466.58836,Atlantis
446,268,asc-79,C,Acme,Bathroom,5,85.75,0,428.75,3,43481.45297,Atlantis
451,270,asc-78,A,Tyrell Corp.,Roofing,8,105.95,0,847.6,3,43475.70509,Atlantis
455,272,asc-8,B,Tyrell Corp.,Bathroom,6,68.74,0,412.44,3,43495.33539,Atlantis
458,275,asc-13,A,Cyberdyne,Gardening,9,85.52,0.05,731.2,3,43474.80769,Atlantis
461,277,asc-98,B,Acme,Bathroom,7,68.04,0,476.28,3,43477.64868,Atlantis
464,278,asc-56,B,Acme,Kitchen,6,6.72,0,40.32,3,43490.54671,Atlantis
474,285,asc-75,B,Cyberdyne,Roofing,5,34.7,0.12,152.68,3,43475.8272,Atlantis
482,289,asc-29,C,Cyberdyne,Roofing,8,92.17,0,737.36,3,43473.70409,Atlantis
485,291,asc-88,C,Acme,Bathroom,3,72.53,0,217.59,3,43481.35579,Atlantis
491,294,asc-80,C,Cyberdyne,Roofing,8,77.1,0,616.8,3,43471.64313,Atlantis
492,295,asc-27,C,Cyberdyne,Kitchen,6,25.79,0,154.74,3,43477.53215,Atlantis
497,298,asc-49,C,Acme,Roofing,8,60.13,0,481.04,3,43475.36872,Atlantis
498,299,asc-93,A,Cyberdyne,Roofing,9,74.57,0.12,590.59,3,43470.41712,Atlantis
500,300,asc-43,B,Cyberdyne,Kitchen,2,98.16,0.12,172.76,3,43483.56819,Atlantis
501,301,asc-72,A,Acme,Gardening,9,18.02,0,162.18,3,43483.63734,Atlantis
502,302,asc-87,B,Acme,Roofing,8,116.17,0,929.36,3,43476.69227,Atlantis
508,307,asc-61,A,Acme,Roofing,3,56.32,0,168.96,3,43490.40301,Atlantis
516,312,asc-40,C,Acme,Bathroom,1,65.08,0,65.08,3,43472.50791,Atlantis
519,313,asc-53,C,Cyberdyne,Kitchen,9,49.18,0,442.62,3,43471.79986,Atlantis
522,315,asc-4,B,Acme,Gardening,2,110.28,0.1,198.5,3,43480.79571,Atlantis
525,317,asc-65,B,Tyrell Corp.,Roofing,3,67.76,0,203.28,3,43477.69838,Atlantis
526,318,asc-94,C,Cyberdyne,Gardening,4,105.87,0,423.48,3,43490.80497,Atlantis
528,319,asc-11,B,Cyberdyne,Kitchen,7,106.57,0,745.99,3,43472.604,Atlantis
536,326,asc-7,C,Cyberdyne,Gardening,2,44.17,0,88.34,3,43479.64201,Atlantis
543,329,asc-32,A,Cyberdyne,Gardening,9,106.16,0,955.44,3,43493.82063,Atlantis
549,331,asc-70,B,Cyberdyne,Bathroom,6,35.42,0,212.52,3,43483.66455,Atlantis
553,333,asc-47,A,Tyrell Corp.,Kitchen,6,55.41,0,332.46,3,43479.57089,Atlantis
554,333,asc-25,B,Tyrell Corp.,Gardening,8,25.32,0,202.56,3,43467.82192,Atlantis
555,333,asc-8,B,Tyrell Corp.,Bathroom,7,68.74,0,481.18,3,43469.42056,Atlantis
557,334,asc-54,B,Cyberdyne,Bathroom,5,42.44,0.12,186.74,3,43469.421,Atlantis
560,336,asc-91,C,Tyrell Corp.,Roofing,2,99.06,0,198.12,3,43466.67446,Atlantis
562,337,asc-39,C,Cyberdyne,Gardening,3,101.3,0,303.9,3,43481.79976,Atlantis
567,341,asc-3,C,Tyrell Corp.,Gardening,8,61.97,0.05,470.97,3,43482.51315,Atlantis
569,342,asc-83,A,Cyberdyne,Gardening,1,7.2,0,7.2,3,43481.77825,Atlantis
575,346,asc-45,C,Acme,Bathroom,7,51.91,0.1,327.03,3,43484.47914,Atlantis
577,348,asc-85,B,Acme,Roofing,9,30.38,0,273.42,3,43471.79767,Atlantis
579,349,asc-18,C,Cyberdyne,Kitchen,3,56.43,0,169.29,3,43493.39681,Atlantis
593,359,asc-95,A,Acme,Bathroom,1,40.7,0,40.7,3,43484.35083,Atlantis
597,361,asc-49,C,Acme,Roofing,7,60.13,0,420.91,3,43477.64707,Atlantis
599,362,asc-67,B,Tyrell Corp.,Kitchen,9,100.18,0.12,793.43,3,43472.60532,Atlantis
602,364,asc-87,B,Acme,Roofing,3,116.17,0,348.51,3,43476.35654,Atlantis
605,366,asc-17,A,Acme,Gardening,6,29.27,0.12,154.55,3,43492.54069,Atlantis
612,370,asc-26,C,Cyberdyne,Gardening,1,116.81,0,116.81,3,43486.6438,Atlantis
613,370,asc-6,A,Cyberdyne,Gardening,5,37.92,0.05,180.12,3,43487.44451,Atlantis
618,373,asc-30,B,Cyberdyne,Gardening,1,69.92,0.05,66.42,3,43468.78181,Atlantis
620,375,asc-92,A,Cyberdyne,Kitchen,4,94.85,0.1,341.46,3,43487.4399,Atlantis
624,377,asc-10,C,Tyrell Corp.,Gardening,6,96.99,0,581.94,3,43493.71481,Atlantis
629,381,asc-37,B,Tyrell Corp.,Gardening,4,61.92,0,247.68,3,43470.42591,Atlantis
633,384,asc-63,C,Acme,Kitchen,1,81.91,0.05,77.81,3,43476.53852,Atlantis
639,387,asc-9,C,Cyberdyne,Bathroom,1,70.51,0,70.51,3,43489.43201,Atlantis
643,390,asc-32,A,Cyberdyne,Gardening,9,106.16,0,955.44,3,43480.76806,Atlantis
645,391,asc-68,A,Acme,Bathroom,7,6.2,0,43.4,3,43496.42512,Atlantis
650,394,asc-42,A,Tyrell Corp.,Gardening,2,93.69,0.1,168.64,3,43490.72344,Atlantis
651,394,asc-78,A,Tyrell Corp.,Roofing,5,105.95,0,529.75,3,43482.39184,Atlantis
653,396,asc-47,A,Tyrell Corp.,Kitchen,6,55.41,0,332.46,3,43479.72155,Atlantis
655,397,asc-8,B,Tyrell Corp.,Bathroom,1,68.74,0,68.74,3,43473.47234,Atlantis
658,399,asc-13,A,Cyberdyne,Gardening,2,85.52,0,171.04,3,43487.39986,Atlantis
664,403,asc-56,B,Acme,Kitchen,3,6.72,0,20.16,3,43472.51295,Atlantis
665,403,asc-46,C,Acme,Roofing,4,6.74,0,26.96,3,43489.63503,Atlantis
671,405,asc-84,A,Acme,Kitchen,5,46.94,0,234.7,3,43479.73729,Atlantis
676,410,asc-15,C,Acme,Gardening,3,3.48,0,10.44,3,43479.57124,Atlantis
681,413,asc-44,A,Tyrell Corp.,Kitchen,3,1.85,0.05,5.27,3,43488.48556,Atlantis
694,420,asc-48,C,Acme,Gardening,7,16.59,0.1,104.52,3,43479.60545,Atlantis
696,421,asc-36,C,Tyrell Corp.,Bathroom,2,85.24,0,170.48,3,43479.68266,Atlantis
700,422,asc-43,B,Cyberdyne,Kitchen,4,98.16,0,392.64,3,43481.74601,Atlantis
701,423,asc-72,A,Acme,Gardening,7,18.02,0,126.14,3,43489.36249,Atlantis
702,424,asc-87,B,Acme,Roofing,9,116.17,0,1045.53,3,43471.7606,Atlantis
709,429,asc-2,C,Acme,Roofing,2,38.98,0.12,68.6,3,43495.74019,Atlantis
710,430,asc-74,A,Cyberdyne,Gardening,2,102.09,0,204.18,3,43469.78102,Atlantis
711,430,asc-24,C,Acme,Kitchen,9,85.1,0,765.9,3,43491.78302,Atlantis
712,430,asc-26,C,Cyberdyne,Gardening,9,116.81,0,1051.29,3,43469.60108,Atlantis
714,432,asc-34,C,Acme,Bathroom,5,103.21,0,516.05,3,43481.55337,Atlantis
715,432,asc-23,C,Cyberdyne,Roofing,1,20.13,0,20.13,3,43473.51356,Atlantis
718,435,asc-30,B,Cyberdyne,Gardening,3,69.92,0,209.76,3,43492.49698,Atlantis
723,438,asc-28,A,Cyberdyne,Roofing,4,39.46,0,157.84,3,43476.58957,Atlantis
724,438,asc-10,C,Tyrell Corp.,Gardening,9,96.99,0,872.91,3,43473.49707,Atlantis
727,439,asc-57,A,Cyberdyne,Roofing,2,58,0,116,3,43467.73922,Atlantis
728,439,asc-11,B,Cyberdyne,Kitchen,2,106.57,0,213.14,3,43467.51681,Atlantis
734,443,asc-58,C,Tyrell Corp.,Roofing,9,56.39,0.05,482.13,3,43488.39792,Atlantis
735,443,asc-90,B,Acme,Gardening,3,124.1,0,372.3,3,43472.74439,Atlantis
741,445,asc-20,B,Tyrell Corp.,Kitchen,3,108.77,0,326.31,3,43470.72644,Atlantis
742,446,asc-77,B,Tyrell Corp.,Kitchen,3,115.28,0.12,304.34,3,43495.68929,Atlantis
745,447,asc-68,A,Acme,Bathroom,3,6.2,0.1,16.74,3,43475.44843,Atlantis
746,448,asc-79,C,Acme,Bathroom,4,85.75,0,343,3,43466.66359,Atlantis
755,453,asc-8,B,Tyrell Corp.,Bathroom,9,68.74,0,618.66,3,43469.56074,Atlantis
763,461,asc-41,C,Acme,Gardening,3,39.82,0,119.46,3,43475.76792,Atlantis
766,462,asc-38,C,Tyrell Corp.,Bathroom,5,48.34,0,241.7,3,43482.73551,Atlantis
770,464,asc-71,A,Acme,Kitchen,3,52.01,0,156.03,3,43485.46148,Atlantis
772,464,asc-12,B,Acme,Gardening,9,108.48,0.05,927.5,3,43477.48338,Atlantis
774,465,asc-75,B,Cyberdyne,Roofing,7,34.7,0,242.9,3,43494.62045,Atlantis
776,467,asc-15,C,Acme,Gardening,5,3.48,0,17.4,3,43471.52193,Atlantis
779,468,asc-18,C,Cyberdyne,Kitchen,7,56.43,0,395.01,3,43495.67383,Atlantis
787,473,asc-31,C,Acme,Bathroom,8,42.23,0,337.84,3,43495.57506,Atlantis
788,473,asc-69,A,Acme,Kitchen,8,91.02,0,728.16,3,43480.82017,Atlantis
792,475,asc-27,C,Cyberdyne,Kitchen,8,25.79,0,206.32,3,43481.46721,Atlantis
794,477,asc-48,C,Acme,Gardening,7,16.59,0,116.13,3,43478.77352,Atlantis
795,477,asc-96,C,Acme,Roofing,9,81.79,0,736.11,3,43485.69104,Atlantis
796,478,asc-36,C,Tyrell Corp.,Bathroom,6,85.24,0,511.44,3,43478.76348,Atlantis
799,479,asc-67,B,Tyrell Corp.,Kitchen,7,100.18,0,701.26,3,43468.8225,Atlantis
808,485,asc-61,A,Acme,Roofing,9,56.32,0,506.88,3,43487.80194,Atlantis
813,488,asc-6,A,Cyberdyne,Gardening,6,37.92,0,227.52,3,43468.41492,Atlantis
817,489,asc-99,A,Acme,Kitchen,3,110.73,0.05,315.58,3,43495.82436,Atlantis
818,489,asc-30,B,Cyberdyne,Gardening,4,69.92,0,279.68,3,43490.4033,Atlantis
819,489,asc-53,C,Cyberdyne,Kitchen,4,49.18,0,196.72,3,43472.58431,Atlantis
825,494,asc-65,B,Tyrell Corp.,Roofing,9,67.76,0,609.84,3,43494.41017,Atlantis
827,495,asc-57,A,Cyberdyne,Roofing,8,58,0,464,3,43476.67515,Atlantis
830,495,asc-60,B,Tyrell Corp.,Kitchen,5,108.13,0,540.65,3,43467.44697,Atlantis
833,496,asc-63,C,Acme,Kitchen,1,81.91,0.1,73.72,3,43470.48822,Atlantis
834,497,asc-58,C,Tyrell Corp.,Roofing,4,56.39,0.1,203,3,43471.44179,Atlantis
839,499,asc-9,C,Cyberdyne,Bathroom,7,70.51,0,493.57,3,43471.79583,Atlantis
840,500,asc-51,A,Tyrell Corp.,Kitchen,1,81.05,0,81.05,3,43470.80199,Atlantis
843,503,asc-32,A,Cyberdyne,Gardening,8,106.16,0,849.28,3,43477.61536,Atlantis
848,506,asc-5,B,Acme,Roofing,9,46.44,0,417.96,3,43487.639,Atlantis
852,509,asc-62,A,Acme,Gardening,9,112.64,0,1013.76,3,43475.36734,Atlantis
856,511,asc-66,C,Acme,Bathroom,9,83.74,0,753.66,3,43491.38841,Atlantis
858,512,asc-13,A,Cyberdyne,Gardening,9,85.52,0.12,677.32,3,43466.65568,Atlantis
864,512,asc-56,B,Acme,Kitchen,6,6.72,0,40.32,3,43469.61818,Atlantis
869,516,asc-83,A,Cyberdyne,Gardening,4,7.2,0,28.8,3,43486.59987,Atlantis
879,521,asc-18,C,Cyberdyne,Kitchen,7,56.43,0.12,347.61,3,43490.46244,Atlantis
880,522,asc-73,B,Acme,Roofing,7,51,0.05,339.15,3,43477.75794,Atlantis
883,523,asc-86,A,Acme,Bathroom,8,27.41,0,219.28,3,43466.65264,Atlantis
884,524,asc-21,A,Cyberdyne,Roofing,1,82.82,0,82.82,3,43491.55407,Atlantis
892,528,asc-27,C,Cyberdyne,Kitchen,7,25.79,0,180.53,3,43466.82745,Atlantis
896,532,asc-36,C,Tyrell Corp.,Bathroom,1,85.24,0,85.24,3,43466.47618,Atlantis
899,534,asc-67,B,Tyrell Corp.,Kitchen,7,100.18,0.12,617.11,3,43477.53832,Atlantis
901,536,asc-72,A,Acme,Gardening,6,18.02,0,108.12,3,43472.61672,Atlantis
907,539,asc-16,A,Cyberdyne,Gardening,5,51.94,0,259.7,3,43482.81219,Atlantis
910,539,asc-74,A,Cyberdyne,Gardening,9,102.09,0,918.81,3,43483.78411,Atlantis
913,541,asc-6,A,Cyberdyne,Gardening,9,37.92,0.12,300.33,3,43468.43213,Atlantis
917,542,asc-99,A,Acme,Kitchen,9,110.73,0,996.57,3,43476.37788,Atlantis
919,543,asc-53,C,Cyberdyne,Kitchen,7,49.18,0,344.26,3,43475.70192,Atlantis
920,544,asc-92,A,Cyberdyne,Kitchen,9,94.85,0,853.65,3,43475.46397,Atlantis
925,546,asc-65,B,Tyrell Corp.,Roofing,5,67.76,0.1,304.92,3,43467.74153,Atlantis
933,550,asc-63,C,Acme,Kitchen,7,81.91,0,573.37,3,43480.5767,Atlantis
950,562,asc-42,A,Tyrell Corp.,Gardening,3,93.69,0.12,247.34,3,43478.53161,Atlantis
958,569,asc-13,A,Cyberdyne,Gardening,7,85.52,0,598.64,3,43491.67019,Atlantis
961,571,asc-98,B,Acme,Bathroom,8,68.04,0,544.32,3,43480.49574,Atlantis
964,573,asc-56,B,Acme,Kitchen,3,6.72,0.05,19.15,3,43468.61259,Atlantis
973,578,asc-81,C,Tyrell Corp.,Kitchen,6,44.08,0,264.48,3,43471.5589,Atlantis
975,579,asc-45,C,Acme,Bathroom,1,51.91,0,51.91,3,43496.4144,Atlantis
983,583,asc-86,A,Acme,Bathroom,1,27.41,0,27.41,3,43483.60598,Atlantis
990,588,asc-100,C,Acme,Roofing,6,111.55,0.12,588.98,3,43469.7956,Atlantis
994,589,asc-48,C,Acme,Gardening,4,16.59,0,66.36,3,43496.35762,Atlantis
998,591,asc-93,A,Cyberdyne,Roofing,8,74.57,0,596.56,3,43473.6949,Atlantis
1003,593,asc-1,A,Acme,Gardening,5,109.77,0,548.85,3,43495.6964,Atlantis
1010,596,asc-74,A,Cyberdyne,Gardening,6,102.09,0.12,539.04,3,43491.56125,Atlantis
1014,597,asc-34,C,Acme,Bathroom,5,103.21,0,516.05,3,43468.65782,Atlantis
1019,599,asc-53,C,Cyberdyne,Kitchen,9,49.18,0,442.62,3,43494.3397,Atlantis
1020,600,asc-92,A,Cyberdyne,Kitchen,8,94.85,0,758.8,3,43492.58624,Atlantis
1029,606,asc-37,B,Tyrell Corp.,Gardening,5,61.92,0.1,278.64,3,43480.73153,Atlantis
1034,609,asc-58,C,Tyrell Corp.,Roofing,2,56.39,0,112.78,3,43490.81448,Atlantis
1037,610,asc-19,A,Tyrell Corp.,Bathroom,1,103.97,0,103.97,3,43490.8022,Atlantis
1038,610,asc-82,C,Acme,Gardening,5,43.69,0.12,192.24,3,43482.82392,Atlantis
1040,611,asc-51,A,Tyrell Corp.,Kitchen,6,81.05,0,486.3,3,43477.38861,Atlantis
1041,612,asc-20,B,Tyrell Corp.,Kitchen,1,108.77,0.05,103.33,3,43495.45338,Atlantis
1047,616,asc-59,A,Acme,Gardening,8,87.64,0.12,616.99,3,43473.59277,Atlantis
1051,618,asc-78,A,Tyrell Corp.,Roofing,9,105.95,0,953.55,3,43482.68465,Atlantis
1054,620,asc-25,B,Tyrell Corp.,Gardening,9,25.32,0,227.88,3,43483.769,Atlantis
1055,620,asc-8,B,Tyrell Corp.,Bathroom,9,68.74,0,618.66,3,43493.57819,Atlantis
1057,622,asc-54,B,Cyberdyne,Bathroom,6,42.44,0,254.64,3,43478.78118,Atlantis
1060,624,asc-91,C,Tyrell Corp.,Roofing,8,99.06,0,792.48,3,43469.72558,Atlantis
1061,625,asc-98,B,Acme,Bathroom,9,68.04,0.05,581.74,3,43490.36458,Atlantis
1063,626,asc-41,C,Acme,Gardening,8,39.82,0,318.56,3,43488.57728,Atlantis
1064,626,asc-56,B,Acme,Kitchen,6,6.72,0,40.32,3,43491.72972,Atlantis
1068,627,asc-64,C,Tyrell Corp.,Kitchen,5,119.04,0,595.2,3,43495.79942,Atlantis
1069,628,asc-83,A,Cyberdyne,Gardening,8,7.2,0.12,50.69,3,43495.47848,Atlantis
1070,629,asc-71,A,Acme,Kitchen,5,52.01,0.12,228.84,3,43474.5072,Atlantis
1075,634,asc-45,C,Acme,Bathroom,9,51.91,0,467.19,3,43494.36334,Atlantis
1082,636,asc-29,C,Cyberdyne,Roofing,4,92.17,0,368.68,3,43468.58194,Atlantis
1085,638,asc-88,C,Acme,Bathroom,1,72.53,0,72.53,3,43481.68874,Atlantis
1086,639,asc-33,C,Acme,Kitchen,7,105.26,0.12,648.4,3,43495.81565,Atlantis
1087,639,asc-31,C,Acme,Bathroom,5,42.23,0,211.15,3,43474.39569,Atlantis
1089,639,asc-97,C,Acme,Gardening,1,85.03,0,85.03,3,43482.66236,Atlantis
1098,643,asc-93,A,Cyberdyne,Roofing,5,74.57,0,372.85,3,43490.3833,Atlantis
