Sale ID,Basket ID,Item ID,Type,Mfr,Category,Qty,Price,Discount %,Total,Store ID,Date Time,Store Name
144,88,asc-89,B,Acme,Gardening,5,108.23,0,541.15,2,43488.74501,Greenville
155,95,asc-8,B,Tyrell Corp.,Bathroom,4,68.74,0,274.96,2,43496.82194,Greenville
157,97,asc-54,B,Cyberdyne,Bathroom,3,42.44,0,127.32,2,43492.54387,Greenville
158,97,asc-13,A,Cyberdyne,Gardening,2,85.52,0,171.04,2,43481.61089,Greenville
162,100,asc-39,C,Cyberdyne,Gardening,5,101.3,0.05,481.18,2,43477.65922,Greenville
169,104,asc-83,A,Cyberdyne,Gardening,1,7.2,0.12,6.34,2,43489.42991,Greenville
172,105,asc-12,B,Acme,Gardening,3,108.48,0,325.44,2,43467.65094,Greenville
194,117,asc-48,C,Acme,Gardening,9,16.59,0.12,131.39,2,43480.5972,Greenville
197,120,asc-49,C,Acme,Roofing,4,60.13,0,240.52,2,43485.55296,Greenville
200,123,asc-43,B,Cyberdyne,Kitchen,1,98.16,0,98.16,2,43479.62922,Greenville
204,126,asc-76,B,Tyrell Corp.,Bathroom,7,98.28,0.12,605.4,2,43492.58221,Greenville
213,130,asc-6,A,Cyberdyne,Gardening,2,37.92,0.12,66.74,2,43483.57139,Greenville
215,130,asc-23,C,Cyberdyne,Roofing,5,20.13,0,100.65,2,43484.64744,Greenville
226,133,asc-94,C,Cyberdyne,Gardening,2,105.87,0,211.74,2,43488.54044,Greenville
230,135,asc-60,B,Tyrell Corp.,Kitchen,7,108.13,0,756.91,2,43478.54056,Greenville
235,137,asc-90,B,Acme,Gardening,7,124.1,0,868.7,2,43482.75237,Greenville
238,140,asc-82,C,Acme,Gardening,5,43.69,0,218.45,2,43479.80852,Greenville
239,140,asc-9,C,Cyberdyne,Bathroom,9,70.51,0,634.59,2,43467.78736,Greenville
244,145,asc-89,B,Acme,Gardening,4,108.23,0,432.92,2,43478.61329,Greenville
246,146,asc-79,C,Acme,Bathroom,2,85.75,0.1,154.35,2,43467.81221,Greenville
262,158,asc-39,C,Cyberdyne,Gardening,5,101.3,0,506.5,2,43491.64346,Greenville
264,159,asc-56,B,Acme,Kitchen,1,6.72,0,6.72,2,43482.6222,Greenville
269,162,asc-83,A,Cyberdyne,Gardening,2,7.2,0,14.4,2,43487.74253,Greenville
279,167,asc-18,C,Cyberdyne,Kitchen,2,56.43,0,112.86,2,43476.7481,Greenville
280,168,asc-73,B,Acme,Roofing,6,51,0.12,269.28,2,43481.70963,Greenville
290,176,asc-100,C,Acme,Roofing,5,111.55,0,557.75,2,43481.8153,Greenville
292,178,asc-27,C,Cyberdyne,Kitchen,1,25.79,0,25.79,2,43494.38619,Greenville
293,179,asc-95,A,Acme,Bathroom,9,40.7,0.05,347.99,2,43486.56113,Greenville
297,181,asc-49,C,Acme,Roofing,2,60.13,0,120.26,2,43491.59604,Greenville
304,186,asc-76,B,Tyrell Corp.,Bathroom,7,98.28,0,687.96,2,43468.43285,Greenville
305,186,asc-17,A,Acme,Gardening,9,29.27,0,263.43,2,43471.40881,Greenville
309,189,asc-2,C,Acme,Roofing,6,38.98,0.1,210.49,2,43472.49639,Greenville
315,191,asc-23,C,Cyberdyne,Roofing,8,20.13,0,161.04,2,43481.34001,Greenville
316,192,asc-40,C,Acme,Bathroom,5,65.08,0,325.4,2,43475.38182,Greenville
321,194,asc-52,B,Cyberdyne,Gardening,7,15.44,0.05,102.68,2,43485.42645,Greenville
324,196,asc-10,C,Tyrell Corp.,Gardening,6,96.99,0.1,523.75,2,43475.64579,Greenville
325,197,asc-65,B,Tyrell Corp.,Roofing,6,67.76,0,406.56,2,43476.70641,Greenville
327,198,asc-57,A,Cyberdyne,Roofing,5,58,0.05,275.5,2,43474.51274,Greenville
329,199,asc-37,B,Tyrell Corp.,Gardening,6,61.92,0.1,334.37,2,43474.65259,Greenville
331,200,asc-14,A,Cyberdyne,Roofing,6,97.08,0,582.48,2,43485.60475,Greenville
346,207,asc-79,C,Acme,Bathroom,7,85.75,0,600.25,2,43468.61164,Greenville
348,208,asc-5,B,Acme,Roofing,1,46.44,0,46.44,2,43485.51641,Greenville
351,210,asc-78,A,Tyrell Corp.,Roofing,6,105.95,0,635.7,2,43484.55685,Greenville
352,211,asc-62,A,Acme,Gardening,7,112.64,0.05,749.06,2,43482.81006,Greenville
353,211,asc-47,A,Tyrell Corp.,Kitchen,3,55.41,0,166.23,2,43472.65781,Greenville
359,211,asc-50,C,Tyrell Corp.,Bathroom,8,37.38,0,299.04,2,43491.76685,Greenville
362,214,asc-39,C,Cyberdyne,Gardening,8,101.3,0,810.4,2,43496.58747,Greenville
368,219,asc-64,C,Tyrell Corp.,Kitchen,1,119.04,0,119.04,2,43473.61509,Greenville
373,223,asc-81,C,Tyrell Corp.,Kitchen,9,44.08,0.12,349.11,2,43477.6638,Greenville
378,227,asc-22,C,Cyberdyne,Kitchen,8,111.58,0,892.64,2,43468.37449,Greenville
390,234,asc-100,C,Acme,Roofing,1,111.55,0,111.55,2,43481.48111,Greenville
391,234,asc-80,C,Cyberdyne,Roofing,5,77.1,0,385.5,2,43489.6448,Greenville
396,237,asc-36,C,Tyrell Corp.,Bathroom,1,85.24,0,85.24,2,43488.49059,Greenville
398,238,asc-93,A,Cyberdyne,Roofing,8,74.57,0,596.56,2,43471.50985,Greenville
401,240,asc-72,A,Acme,Gardening,7,18.02,0,126.14,2,43467.6712,Greenville
404,243,asc-76,B,Tyrell Corp.,Bathroom,5,98.28,0,491.4,2,43469.60288,Greenville
414,247,asc-34,C,Acme,Bathroom,3,103.21,0,309.63,2,43472.7897,Greenville
419,251,asc-53,C,Cyberdyne,Kitchen,1,49.18,0.1,44.26,2,43494.57409,Greenville
426,257,asc-94,C,Cyberdyne,Gardening,8,105.87,0.1,762.26,2,43476.81463,Greenville
430,258,asc-60,B,Tyrell Corp.,Kitchen,5,108.13,0.05,513.62,2,43469.44084,Greenville
438,263,asc-82,C,Acme,Gardening,8,43.69,0.1,314.57,2,43493.55396,Greenville
439,264,asc-9,C,Cyberdyne,Bathroom,6,70.51,0,423.06,2,43474.42843,Greenville
444,267,asc-89,B,Acme,Gardening,9,108.23,0,974.07,2,43472.41804,Greenville
450,270,asc-42,A,Tyrell Corp.,Gardening,3,93.69,0,281.07,2,43475.50141,Greenville
457,274,asc-54,B,Cyberdyne,Bathroom,2,42.44,0.05,80.64,2,43496.62743,Greenville
466,280,asc-38,C,Tyrell Corp.,Bathroom,3,48.34,0,145.02,2,43494.65155,Greenville
468,281,asc-64,C,Tyrell Corp.,Kitchen,8,119.04,0,952.32,2,43470.36833,Greenville
477,286,asc-85,B,Acme,Roofing,1,30.38,0,30.38,2,43493.67977,Greenville
479,286,asc-18,C,Cyberdyne,Kitchen,1,56.43,0,56.43,2,43478.443,Greenville
480,287,asc-73,B,Acme,Roofing,5,51,0,255,2,43484.43282,Greenville
481,288,asc-44,A,Tyrell Corp.,Kitchen,8,1.85,0,14.8,2,43491.63856,Greenville
486,292,asc-33,C,Acme,Kitchen,5,105.26,0,526.3,2,43468.66164,Greenville
488,293,asc-69,A,Acme,Kitchen,6,91.02,0,546.12,2,43486.53583,Greenville
489,293,asc-97,C,Acme,Gardening,2,85.03,0,170.06,2,43496.78642,Greenville
493,296,asc-95,A,Acme,Bathroom,9,40.7,0,366.3,2,43469.34612,Greenville
495,297,asc-96,C,Acme,Roofing,2,81.79,0,163.58,2,43485.74891,Greenville
503,302,asc-1,A,Acme,Gardening,7,109.77,0,768.39,2,43487.42068,Greenville
506,305,asc-35,A,Tyrell Corp.,Gardening,4,65.42,0.1,235.51,2,43467.64191,Greenville
511,308,asc-24,C,Acme,Kitchen,4,85.1,0,340.4,2,43479.35625,Greenville
518,313,asc-30,B,Cyberdyne,Gardening,4,69.92,0.1,251.71,2,43480.74781,Greenville
524,317,asc-10,C,Tyrell Corp.,Gardening,6,96.99,0.1,523.75,2,43488.77758,Greenville
527,318,asc-57,A,Cyberdyne,Roofing,7,58,0,406,2,43477.64395,Greenville
530,321,asc-60,B,Tyrell Corp.,Kitchen,6,108.13,0,648.78,2,43473.67294,Greenville
531,322,asc-14,A,Cyberdyne,Roofing,1,97.08,0,97.08,2,43489.39155,Greenville
535,325,asc-90,B,Acme,Gardening,8,124.1,0,992.8,2,43476.40169,Greenville
542,329,asc-77,B,Tyrell Corp.,Kitchen,2,115.28,0,230.56,2,43481.64708,Greenville
548,330,asc-5,B,Acme,Roofing,3,46.44,0,139.32,2,43471.45348,Greenville
561,336,asc-98,B,Acme,Bathroom,4,68.04,0,272.16,2,43474.52903,Greenville
564,338,asc-56,B,Acme,Kitchen,3,6.72,0,20.16,2,43491.63269,Greenville
570,343,asc-71,A,Acme,Kitchen,6,52.01,0,312.06,2,43479.43392,Greenville
572,344,asc-12,B,Acme,Gardening,3,108.48,0,325.44,2,43494.37669,Greenville
573,345,asc-81,C,Tyrell Corp.,Kitchen,2,44.08,0,88.16,2,43476.42203,Greenville
576,347,asc-15,C,Acme,Gardening,8,3.48,0,27.84,2,43467.48616,Greenville
588,356,asc-69,A,Acme,Kitchen,1,91.02,0,91.02,2,43480.76271,Greenville
590,358,asc-100,C,Acme,Roofing,7,111.55,0.05,741.81,2,43485.45166,Greenville
598,362,asc-93,A,Cyberdyne,Roofing,7,74.57,0,521.99,2,43471.596,Greenville
600,362,asc-43,B,Cyberdyne,Kitchen,5,98.16,0,490.8,2,43489.75497,Greenville
601,363,asc-72,A,Acme,Gardening,5,18.02,0,90.1,2,43487.79854,Greenville
603,365,asc-1,A,Acme,Gardening,1,109.77,0,109.77,2,43489.77814,Greenville
607,368,asc-16,A,Cyberdyne,Gardening,7,51.94,0,363.58,2,43490.58073,Greenville
610,369,asc-74,A,Cyberdyne,Gardening,6,102.09,0,612.54,2,43471.54751,Greenville
615,372,asc-23,C,Cyberdyne,Roofing,3,20.13,0,60.39,2,43472.5966,Greenville
616,373,asc-40,C,Acme,Bathroom,5,65.08,0,325.4,2,43489.3387,Greenville
622,376,asc-4,B,Acme,Gardening,3,110.28,0,330.84,2,43487.78036,Greenville
627,379,asc-57,A,Cyberdyne,Roofing,2,58,0.12,102.08,2,43474.66041,Greenville
628,380,asc-11,B,Cyberdyne,Kitchen,8,106.57,0.1,767.3,2,43471.48909,Greenville
631,382,asc-14,A,Cyberdyne,Roofing,7,97.08,0,679.56,2,43470.59679,Greenville
637,387,asc-19,A,Tyrell Corp.,Bathroom,5,103.97,0.1,467.87,2,43487.54615,Greenville
638,387,asc-82,C,Acme,Gardening,5,43.69,0,218.45,2,43476.5117,Greenville
642,389,asc-77,B,Tyrell Corp.,Kitchen,6,115.28,0,691.68,2,43470.41601,Greenville
647,392,asc-59,A,Acme,Gardening,7,87.64,0,613.48,2,43477.63672,Greenville
648,393,asc-5,B,Acme,Roofing,6,46.44,0,278.64,2,43476.54498,Greenville
649,394,asc-70,B,Cyberdyne,Bathroom,5,35.42,0,177.1,2,43482.77002,Greenville
667,403,asc-3,C,Tyrell Corp.,Gardening,3,61.97,0,185.91,2,43485.64385,Greenville
668,403,asc-64,C,Tyrell Corp.,Kitchen,9,119.04,0.05,1017.79,2,43492.36867,Greenville
672,406,asc-12,B,Acme,Gardening,6,108.48,0.05,618.34,2,43474.37991,Greenville
675,409,asc-45,C,Acme,Bathroom,9,51.91,0.1,420.47,2,43496.34667,Greenville
679,411,asc-18,C,Cyberdyne,Kitchen,9,56.43,0,507.87,2,43471.43863,Greenville
684,415,asc-21,A,Cyberdyne,Roofing,9,82.82,0.1,670.84,2,43485.79804,Greenville
686,416,asc-33,C,Acme,Kitchen,3,105.26,0.1,284.2,2,43473.56039,Greenville
704,425,asc-76,B,Tyrell Corp.,Bathroom,7,98.28,0,687.96,2,43491.58881,Greenville
705,426,asc-17,A,Acme,Gardening,5,29.27,0,146.35,2,43470.50257,Greenville
708,428,asc-61,A,Acme,Roofing,9,56.32,0,506.88,2,43467.78964,Greenville
729,440,asc-37,B,Tyrell Corp.,Gardening,5,61.92,0,309.6,2,43476.80766,Greenville
737,443,asc-19,A,Tyrell Corp.,Bathroom,5,103.97,0,519.85,2,43473.83091,Greenville
738,444,asc-82,C,Acme,Gardening,9,43.69,0,393.21,2,43488.68522,Greenville
739,444,asc-9,C,Cyberdyne,Bathroom,8,70.51,0.1,507.67,2,43475.764,Greenville
740,445,asc-51,A,Tyrell Corp.,Kitchen,8,81.05,0.1,583.56,2,43473.65336,Greenville
743,446,asc-32,A,Cyberdyne,Gardening,7,106.16,0,743.12,2,43494.4892,Greenville
747,449,asc-59,A,Acme,Gardening,7,87.64,0,613.48,2,43475.71384,Greenville
748,450,asc-5,B,Acme,Roofing,4,46.44,0,185.76,2,43471.35796,Greenville
749,450,asc-70,B,Cyberdyne,Bathroom,6,35.42,0,212.52,2,43473.62178,Greenville
752,452,asc-62,A,Acme,Gardening,8,112.64,0,901.12,2,43482.64955,Greenville
753,453,asc-47,A,Tyrell Corp.,Kitchen,8,55.41,0,443.28,2,43473.65053,Greenville
767,462,asc-3,C,Tyrell Corp.,Gardening,3,61.97,0,185.91,2,43493.64133,Greenville
769,463,asc-83,A,Cyberdyne,Gardening,3,7.2,0.05,20.52,2,43482.48347,Greenville
771,464,asc-84,A,Acme,Kitchen,4,46.94,0,187.76,2,43481.81111,Greenville
775,466,asc-45,C,Acme,Bathroom,8,51.91,0,415.28,2,43495.37707,Greenville
777,467,asc-85,B,Acme,Roofing,9,30.38,0,273.42,2,43496.70066,Greenville
783,470,asc-86,A,Acme,Bathroom,9,27.41,0,246.69,2,43468.50016,Greenville
790,474,asc-100,C,Acme,Roofing,3,111.55,0,334.65,2,43487.67367,Greenville
791,474,asc-80,C,Cyberdyne,Roofing,7,77.1,0.1,485.73,2,43477.6015,Greenville
801,481,asc-72,A,Acme,Gardening,4,18.02,0,72.08,2,43492.70043,Greenville
802,482,asc-87,B,Acme,Roofing,5,116.17,0,580.85,2,43493.77339,Greenville
805,484,asc-17,A,Acme,Gardening,5,29.27,0,146.35,2,43472.44627,Greenville
811,487,asc-24,C,Acme,Kitchen,2,85.1,0.05,161.69,2,43487.48054,Greenville
812,488,asc-26,C,Cyberdyne,Gardening,8,116.81,0,934.48,2,43477.45249,Greenville
814,488,asc-34,C,Acme,Bathroom,8,103.21,0,825.68,2,43484.81297,Greenville
821,490,asc-52,B,Cyberdyne,Gardening,7,15.44,0,108.08,2,43483.79525,Greenville
826,495,asc-94,C,Cyberdyne,Gardening,3,105.87,0,317.61,2,43483.39811,Greenville
829,495,asc-37,B,Tyrell Corp.,Gardening,6,61.92,0.12,326.94,2,43470.76956,Greenville
841,501,asc-20,B,Tyrell Corp.,Kitchen,3,108.77,0,326.31,2,43471.56307,Greenville
847,506,asc-59,A,Acme,Gardening,7,87.64,0,613.48,2,43488.54148,Greenville
850,508,asc-42,A,Tyrell Corp.,Gardening,7,93.69,0,655.83,2,43474.45402,Greenville
853,509,asc-47,A,Tyrell Corp.,Kitchen,5,55.41,0,277.05,2,43475.73972,Greenville
854,510,asc-25,B,Tyrell Corp.,Gardening,9,25.32,0.05,216.49,2,43493.69028,Greenville
855,510,asc-8,B,Tyrell Corp.,Bathroom,7,68.74,0,481.18,2,43485.47811,Greenville
857,511,asc-54,B,Cyberdyne,Bathroom,3,42.44,0,127.32,2,43471.81558,Greenville
862,512,asc-39,C,Cyberdyne,Gardening,2,101.3,0,202.6,2,43466.59425,Greenville
863,512,asc-41,C,Acme,Gardening,8,39.82,0.1,286.7,2,43475.82796,Greenville
870,516,asc-71,A,Acme,Kitchen,2,52.01,0,104.02,2,43482.57449,Greenville
873,518,asc-81,C,Tyrell Corp.,Kitchen,7,44.08,0,308.56,2,43470.81979,Greenville
874,519,asc-75,B,Cyberdyne,Roofing,5,34.7,0,173.5,2,43488.44519,Greenville
881,522,asc-44,A,Tyrell Corp.,Kitchen,2,1.85,0.12,3.26,2,43489.53822,Greenville
885,525,asc-88,C,Acme,Bathroom,2,72.53,0,145.06,2,43496.4948,Greenville
887,526,asc-31,C,Acme,Bathroom,9,42.23,0.1,342.06,2,43486.73124,Greenville
890,528,asc-100,C,Acme,Roofing,9,111.55,0,1003.95,2,43475.61413,Greenville
897,533,asc-49,C,Acme,Roofing,6,60.13,0.05,342.74,2,43489.55403,Greenville
900,535,asc-43,B,Cyberdyne,Kitchen,8,98.16,0.12,691.05,2,43486.45015,Greenville
905,538,asc-17,A,Acme,Gardening,6,29.27,0,175.62,2,43483.38471,Greenville
908,539,asc-61,A,Acme,Roofing,1,56.32,0,56.32,2,43477.64147,Greenville
915,541,asc-23,C,Cyberdyne,Roofing,1,20.13,0,20.13,2,43476.76772,Greenville
918,543,asc-30,B,Cyberdyne,Gardening,5,69.92,0.05,332.12,2,43472.82584,Greenville
924,545,asc-10,C,Tyrell Corp.,Gardening,4,96.99,0.12,341.4,2,43486.4912,Greenville
927,547,asc-57,A,Cyberdyne,Roofing,2,58,0,116,2,43479.6136,Greenville
931,550,asc-14,A,Cyberdyne,Roofing,3,97.08,0,291.24,2,43496.75946,Greenville
935,551,asc-90,B,Acme,Gardening,4,124.1,0.12,436.83,2,43477.57869,Greenville
937,553,asc-19,A,Tyrell Corp.,Bathroom,8,103.97,0.1,748.58,2,43471.83414,Greenville
939,554,asc-9,C,Cyberdyne,Bathroom,9,70.51,0.1,571.13,2,43496.41064,Greenville
944,558,asc-89,B,Acme,Gardening,1,108.23,0,108.23,2,43466.59469,Greenville
947,560,asc-59,A,Acme,Gardening,8,87.64,0,701.12,2,43486.3827,Greenville
948,561,asc-5,B,Acme,Roofing,2,46.44,0,92.88,2,43474.53573,Greenville
955,566,asc-8,B,Tyrell Corp.,Bathroom,4,68.74,0,274.96,2,43486.64959,Greenville
956,567,asc-66,C,Acme,Bathroom,8,83.74,0.1,602.93,2,43466.44568,Greenville
960,570,asc-91,C,Tyrell Corp.,Roofing,5,99.06,0,495.3,2,43475.47531,Greenville
962,572,asc-39,C,Cyberdyne,Gardening,4,101.3,0.05,384.94,2,43496.54341,Greenville
966,574,asc-38,C,Tyrell Corp.,Bathroom,3,48.34,0,145.02,2,43467.63288,Greenville
967,575,asc-3,C,Tyrell Corp.,Gardening,5,61.97,0,309.85,2,43488.51479,Greenville
968,576,asc-64,C,Tyrell Corp.,Kitchen,8,119.04,0.05,904.7,2,43467.70414,Greenville
971,577,asc-84,A,Acme,Kitchen,5,46.94,0,234.7,2,43467.68605,Greenville
974,579,asc-75,B,Cyberdyne,Roofing,4,34.7,0,138.8,2,43484.53774,Greenville
979,582,asc-18,C,Cyberdyne,Kitchen,5,56.43,0,282.15,2,43494.55167,Greenville
987,585,asc-31,C,Acme,Bathroom,6,42.23,0,253.38,2,43471.43951,Greenville
992,589,asc-27,C,Cyberdyne,Kitchen,2,25.79,0,51.58,2,43477.64889,Greenville
993,589,asc-95,A,Acme,Bathroom,5,40.7,0,203.5,2,43475.68212,Greenville
995,589,asc-96,C,Acme,Roofing,3,81.79,0,245.37,2,43488.76218,Greenville
996,590,asc-36,C,Tyrell Corp.,Bathroom,5,85.24,0,426.2,2,43492.55892,Greenville
999,591,asc-67,B,Tyrell Corp.,Kitchen,2,100.18,0,200.36,2,43469.77089,Greenville
1001,592,asc-72,A,Acme,Gardening,6,18.02,0,108.12,2,43477.53441,Greenville
1008,596,asc-61,A,Acme,Roofing,4,56.32,0,225.28,2,43470.45164,Greenville
1011,596,asc-24,C,Acme,Kitchen,5,85.1,0,425.5,2,43492.392,Greenville
1012,596,asc-26,C,Cyberdyne,Gardening,4,116.81,0,467.24,2,43493.67374,Greenville
1013,596,asc-6,A,Cyberdyne,Gardening,5,37.92,0,189.6,2,43496.62626,Greenville
1015,597,asc-23,C,Cyberdyne,Roofing,1,20.13,0,20.13,2,43468.80432,Greenville
1017,598,asc-99,A,Acme,Kitchen,4,110.73,0.1,398.63,2,43486.37573,Greenville
1018,599,asc-30,B,Cyberdyne,Gardening,9,69.92,0.05,597.82,2,43477.74125,Greenville
1022,602,asc-4,B,Acme,Gardening,3,110.28,0.05,314.3,2,43485.64064,Greenville
1042,613,asc-77,B,Tyrell Corp.,Kitchen,4,115.28,0,461.12,2,43484.57759,Greenville
1043,613,asc-32,A,Cyberdyne,Gardening,5,106.16,0,530.8,2,43471.34977,Greenville
1048,616,asc-5,B,Acme,Roofing,9,46.44,0.12,367.8,2,43485.46111,Greenville
1050,617,asc-42,A,Tyrell Corp.,Gardening,5,93.69,0.1,421.61,2,43469.63764,Greenville
1058,623,asc-13,A,Cyberdyne,Gardening,3,85.52,0,256.56,2,43493.48721,Greenville
1059,624,asc-50,C,Tyrell Corp.,Bathroom,5,37.38,0,186.9,2,43496.83168,Greenville
1065,626,asc-46,C,Acme,Roofing,8,6.74,0.05,51.22,2,43488.78378,Greenville
1066,627,asc-38,C,Tyrell Corp.,Bathroom,9,48.34,0,435.06,2,43469.72586,Greenville
1067,627,asc-3,C,Tyrell Corp.,Gardening,1,61.97,0.05,58.87,2,43493.41847,Greenville
1072,631,asc-12,B,Acme,Gardening,1,108.48,0,108.48,2,43484.39178,Greenville
1077,634,asc-85,B,Acme,Roofing,2,30.38,0,60.76,2,43493.37172,Greenville
1083,636,asc-86,A,Acme,Bathroom,4,27.41,0,109.64,2,43493.66993,Greenville
1088,639,asc-69,A,Acme,Kitchen,7,91.02,0,637.14,2,43490.55988,Greenville
1090,639,asc-100,C,Acme,Roofing,4,111.55,0,446.2,2,43468.34644,Greenville
1092,640,asc-27,C,Cyberdyne,Kitchen,8,25.79,0,206.32,2,43493.44473,Greenville
1095,641,asc-96,C,Acme,Roofing,6,81.79,0,490.74,2,43477.80449,Greenville
1119,655,asc-53,C,Cyberdyne,Kitchen,7,49.18,0,344.26,2,43482.68362,Greenville
1122,658,asc-4,B,Acme,Gardening,5,110.28,0,551.4,2,43492.33869,Greenville
1127,662,asc-57,A,Cyberdyne,Roofing,9,58,0,522,2,43493.66779,Greenville
1139,671,asc-9,C,Cyberdyne,Bathroom,7,70.51,0,493.57,2,43489.68243,Greenville
1149,675,asc-70,B,Cyberdyne,Bathroom,5,35.42,0.1,159.39,2,43476.58707,Greenville
1159,680,asc-50,C,Tyrell Corp.,Bathroom,5,37.38,0.12,164.47,2,43474.76922,Greenville
1161,682,asc-98,B,Acme,Bathroom,5,68.04,0,340.2,2,43481.37031,Greenville
1163,684,asc-41,C,Acme,Gardening,9,39.82,0,358.38,2,43479.49395,Greenville
1165,686,asc-46,C,Acme,Roofing,4,6.74,0,26.96,2,43491.3724,Greenville
1166,687,asc-38,C,Tyrell Corp.,Bathroom,1,48.34,0,48.34,2,43470.36659,Greenville
1171,689,asc-84,A,Acme,Kitchen,4,46.94,0,187.76,2,43479.67486,Greenville
1173,691,asc-81,C,Tyrell Corp.,Kitchen,3,44.08,0,132.24,2,43468.72927,Greenville
1178,694,asc-22,C,Cyberdyne,Kitchen,3,111.58,0,334.74,2,43483.45059,Greenville
1182,697,asc-29,C,Cyberdyne,Roofing,1,92.17,0,92.17,2,43490.70157,Greenville
1185,698,asc-88,C,Acme,Bathroom,6,72.53,0.1,391.66,2,43486.71053,Greenville
1186,699,asc-33,C,Acme,Kitchen,2,105.26,0,210.52,2,43481.57712,Greenville
1192,703,asc-27,C,Cyberdyne,Kitchen,5,25.79,0.05,122.5,2,43495.50082,Greenville
1196,705,asc-36,C,Tyrell Corp.,Bathroom,1,85.24,0,85.24,2,43493.44813,Greenville
1199,705,asc-67,B,Tyrell Corp.,Kitchen,8,100.18,0,801.44,2,43470.45523,Greenville
1207,708,asc-16,A,Cyberdyne,Gardening,2,51.94,0,103.88,2,43484.59155,Greenville
1213,710,asc-6,A,Cyberdyne,Gardening,8,37.92,0,303.36,2,43493.74457,Greenville
1219,714,asc-53,C,Cyberdyne,Kitchen,6,49.18,0,295.08,2,43496.77906,Greenville
1220,714,asc-92,A,Cyberdyne,Kitchen,8,94.85,0,758.8,2,43494.67441,Greenville
1221,715,asc-52,B,Cyberdyne,Gardening,7,15.44,0.05,102.68,2,43471.62894,Greenville
